Time,USDT,USDS,USDC,PayPal USD,USDe,DAI,PAXG_Price,bitcoin,聯準會利率,DXY_Index,USD/EUR,USD/JPY,USD/CNY,UNRATE,NASDAQ_Price,T10YIE(類似通膨日資料),VIX,道瓊平均工業指數,美國公債10年期殖利率,S&P500
2020/3/1,-0.005833,,-0.003409,,,0.0032,-0.007159,-0.00431,0,0,0,0,0,0.257143,0,0,0,0,0,0
2020/3/2,-0.005496,,-0.006942,,,0.003915,0.003299,0.035879,0,-0.00785,-0.00959,0.002128,-0.00442,0,0.044915,0,-0.16679,0.050925,-0.02655,0.046036
2020/3/3,0.007535,,0.008649,,,-0.004033,0.017743,-0.00923,0,-0.00216,-0.00345,-0.0109,0.000144,0,-0.02995,0.028369,0.101735,-0.02943,-0.07273,-0.02809
2020/3/4,-0.001871,,-0.002351,,,0.003232,-0.001563,-0.0037,-0.0443,0.001956,0.00324,0.003734,-0.00513,0,0.038461,0.006897,-0.13118,0.045277,0,0.042186
2020/3/5,0.001899,,0.003922,,,0.007105,0.002118,0.036951,0,-0.00534,-0.00924,-0.01265,0.001588,0,-0.03099,-0.0411,0.238512,-0.03579,-0.09804,-0.03393
2020/3/6,-0.004082,,-0.006913,,,0.007338,0.007092,0.004823,0,-0.00899,-0.00405,-0.0081,-0.00075,0,-0.01865,-0.06429,0.058556,-0.00982,-0.19565,-0.01703
2020/3/7,0.001755,,0.002987,,,-0.021446,0.005325,-0.0233,0,0,0,0,0,0,0,0,0,0,0,0
2020/3/8,0.009591,,0.006988,,,-0.018018,0.007925,-0.08999,0,0,0,0,0,0,0,0,0,0,0,0
2020/3/9,-0.010623,,-0.006247,,,0.028923,-0.02855,-0.02275,0,-0.01105,-0.01422,-0.02811,0.002092,0,-0.07287,-0.24427,0.298522,-0.07786,-0.27027,-0.07597
2020/3/10,0.002675,,0.000408,,,-0.009882,0.003119,-0.00176,0,0.016019,0.014883,0.032148,0.001411,0,0.049501,0.010101,-0.13147,0.048935,0.407407,0.04937
2020/3/11,-0.002909,,-0.004195,,,0.006507,0.00574,0.000215,-0.27815,0.001037,0.001015,-0.01041,0.000589,0,-0.047,-0.04,0.139535,-0.05856,0.078947,-0.04885
2020/3/12,0.054844,,0.043353,,,0.033157,-0.023585,-0.3717,0,0.009947,0.00755,0.000957,0.009913,0,-0.09435,-0.04167,0.400186,-0.09988,0.073171,-0.09513
2020/3/13,-0.051211,,-0.03655,,,0.055543,-0.011533,0.119281,0,0.013132,0.007046,0.031349,-0.00297,0,0.09346,-0.02174,-0.23374,0.093629,0.068182,0.092881
2020/3/14,0.001992,,-0.002019,,,-0.086387,-0.018337,-0.06531,0,0,0,0,0,0,0,0,0,0,0,0
2020/3/15,0.000365,,0.002646,,,0.035986,0.01267,0.036911,0,0,0,0,0,0,0,0,0,0,0,0
2020/3/16,-0.004973,,-0.004527,,,-0.005075,-0.019363,-0.07007,0,-0.00689,-0.00677,-0.01909,-0.00217,0,-0.12321,-0.18889,0.429881,-0.12927,-0.2234,-0.11985
2020/3/17,-0.020921,,-0.028405,,,-0.034752,-0.003106,0.042108,0,0.015295,0.016885,0.017194,0.002073,0,0.062305,-0.13699,-0.08199,0.051953,0.39726,0.059972
2020/3/18,-0.001943,,-0.000117,,,0.000673,-0.019171,0.002451,-0.3211,0.015969,0.007477,0.003622,0.005636,0,-0.04703,0,0.007114,-0.06302,0.156863,-0.05183
2020/3/19,0.02971,,0.032964,,,0.029524,0.023651,0.181878,0,0.015718,0.020847,0.024338,0.008641,0,0.022996,-0.20635,-0.05821,0.009461,-0.05085,0.004712
2020/3/20,-0.005619,,-0.005507,,,-0.030297,-0.016073,0.001225,0,0.000681,-0.00032,0.000994,-0.00172,0,-0.03791,0.5,-0.08278,-0.04546,-0.17857,-0.04337
2020/3/21,0.003402,,0.004344,,,0.014073,0.032751,-0.00221,0,0,0,0,0,0,0,0,0,0,0,0
2020/3/22,-0.001916,,-0.004974,,,-0.034902,-0.026279,-0.05737,0,0,0,0,0,0,0,0,0,0,0,0
2020/3/23,-0.002222,,-0.004935,,,0.067568,0.042971,0.10052,0,-0.00321,-0.00257,0.00361,-0.00049,0,-0.00274,0.066667,-0.06738,-0.03036,-0.17391,-0.02929
2020/3/24,0.003673,,0.005006,,,-0.0308,0.03502,0.049637,0,-0.00439,-0.00611,8.99E-05,-0.00416,0,0.081215,0.2125,0.001299,0.11365,0.105263,0.093814
2020/3/25,-0.001878,,0.001546,,,-0.002133,-0.016786,-0.00798,-0.7973,-0.0097,-0.00852,-0.00018,0.00732,0,-0.00452,0.103093,0.036971,0.023938,0.047619,0.011564
2020/3/26,-0.000111,,-0.003474,,,0.013475,0.043102,0.005295,0,-0.01682,-0.01338,-0.01448,-0.0058,0,0.055962,0,-0.04613,0.063754,-0.05682,0.062409
2020/3/27,0.014858,,0.018216,,,-0.016622,-0.03086,-0.03672,0,-0.00996,-0.01015,-0.01542,0.003223,0,-0.03785,-0.1215,0.074426,-0.04059,-0.13253,-0.03369
